lon,lat,depth_m,x,y,temp C,cond (uS/cm),salt,pH,turb NTU,chl(ug/L),odo(mg/L)
114.0059444688,22.6985897315,3,193198,2512687,20.51,185.10,0.07,8.95,2.86,2.21,9.11
114.0058374449,22.6986812926,4,193198,2512687,25.28,208.81,0.07,8.20,3.87,1.74,7.19
114.0060123737,22.6985468131,5,193198,2512687,24.32,205.15,0.07,8.14,5.21,1.83,4.81
114.0059592558,22.6986658559,1,193198,2512692,28.55,214.89,0.06,9.50,1.28,2.77,13.28
114.0059022044,22.6987027300,2,193198,2512692,26.93,150.04,0.08,9.50,2.39,2.87,12.17
114.0059128171,22.6986475074,3,193198,2512692,27.75,156.93,0.06,9.50,2.79,2.21,7.98
114.0059244349,22.6985893836,4,193198,2512692,20.38,205.58,0.09,8.24,5.00,2.21,7.04
114.0058595406,22.6986682033,5,193198,2512692,18.17,211.26,0.08,9.12,4.17,1.39,5.83
114.0059229177,22.6986782685,1,193198,2512697,27.16,155.88,0.06,9.50,1.12,3.90,12.37
114.0059269205,22.6987348353,2,193198,2512697,22.78,219.90,0.07,9.50,2.45,1.91,9.55
114.0058641568,22.6987283938,3,193198,2512697,22.71,191.87,0.07,7.84,2.85,1.63,9.83
114.0059008422,22.6986943542,4,193198,2512697,18.20,177.25,0.08,9.50,4.08,1.82,6.77
114.0058801882,22.6987016764,5,193198,2512697,17.95,189.17,0.08,8.35,6.26,1.63,4.86
114.0058293503,22.6986869402,1,193198,2512702,27.47,209.03,0.06,8.07,1.21,4.01,14.82
114.0058642870,22.6986251896,2,193198,2512702,22.77,175.08,0.07,8.08,2.21,1.88,11.63
114.0058402379,22.6986318880,3,193198,2512702,24.77,212.96,0.08,9.14,2.63,2.06,8.09
114.0059249538,22.6987781245,4,193198,2512702,21.83,179.62,0.10,8.45,4.16,2.07,8.04
114.0059564160,22.6987338280,5,193198,2512702,18.88,193.59,0.09,9.41,6.48,1.33,5.10
114.0059564602,22.6988115080,1,193198,2512707,24.30,198.89,0.06,9.05,1.26,3.84,11.17
114.0059104352,22.6987565037,2,193198,2512707,22.21,157.72,0.07,8.66,2.84,2.62,11.32
114.0059785244,22.6987439730,3,193198,2512707,19.41,184.68,0.06,9.48,2.83,1.79,7.67
114.0059309217,22.6987113025,4,193198,2512707,17.70,190.23,0.08,9.05,4.98,2.01,7.57
114.0059461230,22.6986966676,5,193198,2512707,17.68,204.90,0.09,8.81,4.13,1.67,5.71
114.0058635665,22.6988694307,1,193198,2512712,24.02,202.79,0.07,8.97,1.29,3.92,11.60
114.0059167848,22.6988438462,2,193198,2512712,22.55,175.93,0.07,7.04,2.64,1.76,11.38
114.0058753191,22.6987350829,3,193198,2512712,18.18,190.08,0.06,7.29,2.93,2.10,7.52
114.0059364409,22.6987982734,4,193198,2512712,21.08,162.06,0.08,8.47,4.20,1.74,6.79
114.0059171084,22.6988008573,5,193198,2512712,18.71,187.89,0.07,8.73,4.93,1.94,5.75
114.0059426276,22.6987695888,1,193198,2512717,27.95,184.70,0.06,8.84,1.23,3.50,12.83
114.0059684514,22.6988862298,2,193198,2512717,21.59,208.04,0.07,8.86,2.22,1.76,10.74
114.0059222271,22.6989031206,3,193198,2512717,20.92,189.12,0.09,8.86,3.71,1.10,9.16
114.0059121942,22.6987777881,4,193198,2512717,21.89,208.54,0.09,9.24,5.18,1.83,6.50
114.0059256364,22.6989095904,5,193198,2512717,17.20,224.77,0.08,8.68,4.06,2.02,5.06
114.0060002726,22.6988254659,1,193198,2512722,26.84,221.82,0.07,8.93,1.41,5.61,15.02
114.0060006221,22.6989808311,2,193198,2512722,18.08,178.39,0.10,9.50,2.46,0.72,10.32
114.0058302797,22.6989706400,3,193198,2512722,24.67,173.85,0.08,9.32,3.17,1.60,8.50
114.0060074108,22.6989271159,4,193198,2512722,17.07,240.65,0.07,8.68,3.79,1.75,7.34
114.0058404281,22.6988266709,5,193198,2512722,21.29,225.24,0.09,8.84,4.76,1.18,4.99
114.0059764116,22.6989385277,1,193198,2512727,24.69,204.32,0.09,8.75,1.32,6.92,12.46
114.0060181594,22.6989576768,2,193198,2512727,25.86,178.52,0.06,9.24,2.68,0.73,10.70
114.0058593369,22.6989965621,3,193198,2512727,22.07,176.35,0.09,8.18,3.13,1.49,9.79
114.0058610164,22.6989143996,4,193198,2512727,24.88,149.61,0.07,9.50,4.21,1.46,7.69
114.0059448183,22.6988853250,5,193198,2512727,25.08,235.66,0.09,9.41,4.77,1.09,4.68
114.0058357821,22.6989326413,1,193198,2512732,28.02,168.89,0.06,8.11,1.19,5.35,12.66
114.0059541665,22.6990192705,2,193198,2512732,24.08,226.08,0.07,8.41,2.50,0.73,12.24
114.0058694238,22.6989012918,3,193198,2512732,21.27,176.33,0.08,8.14,3.55,1.65,8.56
114.0060069240,22.6989249716,4,193198,2512732,26.57,158.89,0.08,7.44,4.19,2.04,6.06
114.0060081418,22.6990731490,5,193198,2512732,18.67,218.73,0.07,8.33,5.78,1.57,5.63
114.0058571934,22.6989888671,1,193198,2512737,28.39,186.08,0.08,8.91,1.26,4.01,12.89
114.0058979453,22.6991013978,2,193198,2512737,21.23,157.43,0.09,8.05,2.46,2.73,10.42
114.0058824246,22.6990344158,3,193198,2512737,28.48,193.28,0.08,8.68,3.47,1.77,8.17
114.0058698985,22.6991071000,4,193198,2512737,21.78,219.96,0.07,8.47,5.24,1.70,7.57
114.0058318750,22.6989786443,5,193198,2512737,21.31,215.91,0.08,9.50,6.28,1.72,4.67
114.0059931232,22.6990385867,1,193198,2512742,25.51,174.76,0.08,7.43,1.61,6.04,14.05
114.0059068018,22.6991129269,2,193198,2512742,23.23,167.97,0.08,8.82,2.24,0.81,13.40
114.0059671858,22.6990687516,3,193198,2512742,26.56,246.69,0.07,8.92,3.22,1.29,9.91
114.0060041713,22.6990095809,4,193198,2512742,23.37,159.88,0.08,7.87,3.59,1.93,7.00
114.0059116411,22.6990035369,5,193198,2512742,26.34,193.78,0.09,8.54,5.37,1.53,6.00
114.0058560996,22.6990709652,1,193198,2512747,22.63,163.23,0.07,8.70,1.43,4.46,13.42
114.0058271097,22.6991254653,2,193198,2512747,23.59,208.36,0.08,9.09,2.23,0.58,11.71
114.0058372195,22.6992088577,3,193198,2512747,18.10,230.13,0.06,8.09,3.35,1.33,9.91
114.0059610420,22.6992004896,4,193198,2512747,18.88,229.39,0.07,8.52,5.14,2.04,7.45
114.0059659806,22.6991627529,5,193198,2512747,19.04,201.43,0.08,8.33,4.96,1.02,6.12
114.0058906313,22.6991228620,1,193198,2512752,21.91,178.66,0.06,8.80,1.42,3.07,12.11
114.0059712668,22.6991274154,2,193198,2512752,26.71,198.08,0.06,9.22,2.38,2.50,11.47
114.0058706394,22.6990992300,3,193198,2512752,23.66,156.51,0.07,9.50,2.87,2.15,6.89
114.0059336918,22.6992742546,4,193198,2512752,19.15,194.44,0.08,9.30,4.10,1.40,6.54
114.0058537237,22.6990878765,5,193198,2512752,16.30,211.83,0.09,9.50,5.81,1.56,4.97
114.0059297994,22.6992788896,1,193198,2512757,29.97,192.20,0.08,8.73,1.37,4.51,14.76
114.0058557752,22.6992365362,2,193198,2512757,23.03,158.14,0.07,9.34,2.61,2.31,12.14
114.0058431242,22.6992100535,3,193198,2512757,19.74,211.12,0.07,7.61,3.68,1.61,10.54
114.0059671094,22.6992557173,4,193198,2512757,19.22,201.11,0.08,8.27,4.59,2.23,6.76
114.0060083519,22.6991743428,5,193198,2512757,18.22,193.10,0.07,7.99,6.13,1.87,5.98
114.0058461980,22.6993458349,1,193198,2512762,23.06,165.61,0.08,7.60,1.15,3.06,14.63
114.0058151231,22.6991873551,2,193198,2512762,21.01,160.04,0.09,9.02,2.46,2.17,11.24
114.0058402839,22.6993464830,3,193198,2512762,21.98,178.21,0.08,7.61,3.12,1.59,8.65
114.0059931532,22.6992980214,4,193198,2512762,24.41,231.86,0.09,7.53,4.45,2.19,7.44
114.0058309859,22.6993537940,5,193198,2512762,26.34,210.59,0.07,8.80,6.37,2.47,5.77
114.0060605379,22.6986236250,1,193203,2512682,20.68,152.90,0.08,8.44,1.39,4.08,12.85
114.0060630835,22.6984515701,2,193203,2512682,28.12,192.18,0.08,9.36,2.72,2.38,8.38
114.0060689246,22.6985593068,3,193203,2512682,18.62,167.78,0.06,9.02,2.72,1.53,8.60
114.0059755970,22.6985977107,4,193203,2512682,24.29,218.33,0.09,7.62,5.17,1.97,6.88
114.0059115271,22.6985228396,5,193203,2512682,19.79,150.75,0.09,8.43,5.87,1.95,4.55
114.0059501328,22.6986255537,1,193203,2512687,25.63,224.07,0.08,8.26,1.40,4.74,13.44
114.0058857799,22.6985401532,2,193203,2512687,21.96,184.29,0.09,8.58,2.45,3.29,12.36
114.0060149425,22.6984931644,3,193203,2512687,20.38,157.88,0.07,7.71,3.75,2.35,9.56
114.0060242243,22.6986487088,4,193203,2512687,19.07,219.75,0.07,9.38,5.00,1.43,6.83
114.0059184415,22.6986114556,5,193203,2512687,19.42,206.34,0.09,9.24,5.52,2.47,5.96
114.0060113300,22.6985366885,1,193203,2512692,24.07,163.53,0.08,6.99,1.29,2.89,11.18
114.0060566799,22.6986938018,2,193203,2512692,22.04,197.85,0.07,8.80,1.88,2.67,12.40
114.0060719868,22.6985951939,3,193203,2512692,27.08,180.04,0.09,9.32,2.56,1.58,9.16
114.0059290367,22.6985835141,4,193203,2512692,24.30,166.04,0.07,8.47,3.96,2.04,6.91
114.0059047239,22.6986492099,5,193203,2512692,24.76,179.31,0.10,9.50,6.37,1.68,5.63
114.0058836771,22.6986279352,1,193203,2512697,26.40,195.67,0.08,8.69,1.47,3.91,12.55
114.0060096163,22.6986124316,2,193203,2512697,23.94,169.05,0.06,8.49,1.94,2.81,12.08
114.0058795717,22.6986853713,3,193203,2512697,23.23,202.18,0.06,9.50,3.42,1.80,11.41
114.0060726475,22.6987131875,4,193203,2512697,23.44,181.42,0.08,8.38,3.58,1.95,7.28
114.0059026796,22.6986747131,5,193203,2512697,18.83,171.90,0.08,9.12,5.17,1.47,6.66
114.0059052202,22.6987908724,1,193203,2512702,28.04,148.12,0.07,8.83,1.02,3.21,12.16
114.0059805778,22.6986907258,2,193203,2512702,22.51,175.41,0.07,9.15,2.24,2.56,11.32
114.0060459024,22.6987538225,3,193203,2512702,22.04,202.50,0.06,9.50,4.14,1.76,7.84
114.0058936735,22.6988085948,4,193203,2512702,19.59,185.96,0.07,8.51,5.30,2.06,7.00
114.0059286556,22.6986651903,5,193203,2512702,25.42,187.34,0.09,9.50,5.66,1.68,4.85
114.0059960351,22.6986832723,1,193203,2512707,20.11,164.31,0.08,8.37,1.39,3.23,10.68
114.0060607224,22.6988443938,2,193203,2512707,19.19,180.34,0.08,8.78,1.97,2.00,13.75
114.0059925087,22.6988238955,3,193203,2512707,20.12,187.06,0.08,8.51,3.75,1.71,7.54
114.0060195806,22.6986803710,4,193203,2512707,19.28,185.96,0.08,8.87,4.08,1.86,7.50
114.0060214407,22.6986952758,5,193203,2512707,19.48,204.08,0.08,9.15,4.85,2.21,5.27
114.0059019811,22.6987797543,1,193203,2512712,19.39,169.88,0.06,7.43,1.27,6.47,14.76
114.0059121170,22.6988634898,2,193203,2512712,26.19,217.01,0.06,9.45,2.81,0.72,10.44
114.0058748734,22.6988805002,3,193203,2512712,22.97,181.64,0.09,8.27,2.71,1.72,7.73
114.0060515720,22.6987699445,4,193203,2512712,23.22,168.38,0.06,8.86,5.04,1.46,5.84
114.0059983763,22.6988208414,5,193203,2512712,24.86,162.11,0.10,7.74,4.34,1.57,6.38
114.0058957109,22.6988110744,1,193203,2512717,24.88,167.70,0.07,8.16,1.56,5.68,15.17
114.0058749221,22.6989183902,2,193203,2512717,24.37,200.96,0.07,8.48,2.03,0.67,10.70
114.0059079184,22.6989302524,3,193203,2512717,28.21,148.84,0.06,9.39,3.43,1.45,10.10
114.0058912444,22.6988633988,4,193203,2512717,24.42,201.60,0.08,9.33,3.36,1.46,7.79
114.0060087026,22.6989440413,5,193203,2512717,23.60,192.13,0.07,9.13,5.26,1.52,6.68
114.0059244661,22.6988869753,1,193203,2512722,22.66,209.12,0.07,8.68,1.59,4.90,11.23
114.0059000978,22.6989115370,2,193203,2512722,19.81,173.19,0.07,9.50,2.70,0.97,10.58
114.0060019703,22.6989802836,3,193203,2512722,21.52,176.82,0.08,7.30,3.37,1.35,9.91
114.0059785206,22.6988287391,4,193203,2512722,24.99,198.29,0.07,7.81,3.83,1.72,6.37
114.0059359934,22.6988052173,5,193203,2512722,26.58,200.86,0.08,9.23,4.15,1.67,4.25
114.0060636952,22.6988650958,1,193203,2512727,26.20,160.69,0.08,8.50,1.40,5.88,12.46
114.0060439729,22.6988640178,2,193203,2512727,23.39,187.70,0.08,8.83,2.26,0.78,9.07
114.0060534812,22.6989036281,3,193203,2512727,28.26,200.50,0.09,8.44,3.15,1.40,7.81
114.0059844560,22.6988989827,4,193203,2512727,18.74,209.13,0.08,8.83,4.04,1.75,6.05
114.0060246259,22.6989515018,5,193203,2512727,18.43,186.49,0.07,8.36,4.41,1.69,5.58
114.0058848556,22.6989110350,1,193203,2512732,25.09,169.48,0.07,9.18,1.43,5.93,15.25
114.0060319648,22.6990872800,2,193203,2512732,28.16,158.21,0.06,9.50,2.40,0.77,12.11
114.0059130424,22.6990233861,3,193203,2512732,23.62,193.57,0.08,8.39,3.09,1.28,8.75
114.0060026871,22.6990168228,4,193203,2512732,24.74,194.55,0.07,8.30,4.11,1.98,6.58
114.0060469842,22.6989345274,5,193203,2512732,23.38,186.12,0.06,7.40,4.73,1.45,6.06
114.0060041644,22.6991292171,1,193203,2512737,21.39,146.11,0.07,9.50,1.14,5.74,9.66
114.0059831218,22.6990228613,2,193203,2512737,24.20,217.80,0.07,9.14,2.60,0.79,9.17
114.0059348654,22.6990388273,3,193203,2512737,27.06,198.78,0.08,8.40,3.55,2.02,8.08
114.0059788032,22.6990684768,4,193203,2512737,21.13,193.94,0.07,8.28,3.61,1.22,7.01
114.0060070447,22.6991274138,5,193203,2512737,20.52,193.08,0.07,8.87,5.07,1.81,4.84
114.0058644269,22.6991461383,1,193203,2512742,27.05,213.20,0.06,7.79,1.30,5.89,14.28
114.0060012972,22.6990337349,2,193203,2512742,22.30,180.57,0.08,7.38,2.54,1.09,10.37
114.0058731413,22.6990027667,3,193203,2512742,24.92,152.56,0.08,8.46,2.76,1.42,7.08
114.0058755767,22.6990536848,4,193203,2512742,22.29,179.83,0.08,7.26,4.67,1.58,6.23
114.0059990847,22.6990647559,5,193203,2512742,24.49,207.51,0.10,9.48,4.85,2.10,5.21
114.0060550541,22.6991300784,1,193203,2512747,29.59,151.91,0.06,8.57,1.77,5.54,13.25
114.0059984772,22.6992117249,2,193203,2512747,20.36,153.03,0.07,8.25,2.58,0.98,10.14
114.0058630310,22.6991185468,3,193203,2512747,21.89,153.51,0.09,9.50,3.34,1.62,8.22
114.0060080510,22.6992270190,4,193203,2512747,19.86,237.85,0.07,7.57,4.56,1.54,7.63
114.0058749025,22.6991634151,5,193203,2512747,19.07,216.44,0.09,9.50,5.39,1.26,5.28
114.0059721808,22.6992020850,1,193203,2512752,21.84,192.54,0.08,8.30,1.62,6.29,13.97
114.0060025723,22.6991033509,2,193203,2512752,26.09,211.49,0.08,8.69,2.78,0.70,11.94
114.0059344499,22.6992140279,3,193203,2512752,19.91,185.15,0.07,9.40,2.98,1.61,10.75
114.0058863359,22.6992444544,4,193203,2512752,19.58,172.70,0.08,8.26,4.35,1.67,8.02
114.0060016348,22.6992001743,5,193203,2512752,22.17,171.78,0.07,8.54,4.52,1.23,4.57
114.0060450492,22.6992810105,1,193203,2512757,26.88,214.88,0.08,8.62,1.30,5.91,14.29
114.0059483176,22.6992410716,2,193203,2512757,23.08,176.29,0.08,8.89,2.43,0.67,8.41
114.0059600192,22.6992297495,3,193203,2512757,23.44,214.46,0.09,8.10,3.06,1.02,9.05
114.0058776622,22.6992333364,4,193203,2512757,20.68,200.72,0.08,8.26,4.06,1.79,6.84
114.0059261282,22.6991418298,5,193203,2512757,21.02,166.54,0.08,9.50,4.27,1.39,6.26
114.0058914722,22.6993308197,1,193203,2512762,28.76,202.82,0.08,8.56,1.17,7.23,9.42
114.0059595071,22.6993172793,2,193203,2512762,22.36,234.69,0.07,6.83,1.83,0.72,12.78
114.0058712762,22.6992233315,3,193203,2512762,22.83,179.96,0.07,8.50,2.82,1.56,9.97
114.0059293032,22.6992597549,4,193203,2512762,19.94,177.29,0.08,9.26,4.93,1.32,7.72
114.0059701913,22.6992196688,5,193203,2512762,18.85,229.41,0.07,9.50,6.03,1.91,6.20
114.0060558421,22.6993112118,1,193203,2512767,30.53,172.98,0.07,8.34,1.26,4.70,13.56
114.0060267195,22.6993858898,2,193203,2512767,23.71,186.80,0.06,8.73,1.93,0.54,8.87
114.0060203999,22.6993290815,3,193203,2512767,21.41,192.68,0.08,8.13,2.94,1.36,8.76
114.0058611743,22.6993464345,4,193203,2512767,18.55,235.60,0.06,8.09,3.59,1.81,8.77
114.0059571934,22.6993358416,5,193203,2512767,24.70,205.02,0.08,7.28,5.33,1.34,5.62
114.0060849613,22.6984945878,1,193208,2512682,25.30,168.19,0.08,9.46,1.36,5.17,9.91
114.0059426651,22.6986151936,2,193208,2512682,22.97,202.86,0.07,9.50,2.23,2.23,12.52
114.0059849845,22.6985646424,3,193208,2512682,19.08,179.15,0.06,8.97,3.06,1.27,7.55
114.0060491104,22.6985366490,4,193208,2512682,21.29,229.12,0.07,7.50,4.82,1.83,8.60
114.0060324094,22.6985688405,5,193208,2512682,26.26,171.16,0.09,7.95,5.79,1.58,5.21
114.0060829001,22.6986704152,1,193208,2512687,26.30,181.25,0.08,9.16,1.37,4.71,13.84
114.0060401958,22.6986888943,2,193208,2512687,22.77,194.19,0.07,8.41,2.27,2.24,12.07
114.0060096272,22.6985626488,3,193208,2512687,26.74,222.84,0.07,9.06,3.95,1.74,8.68
114.0059506959,22.6986843794,4,193208,2512687,19.81,163.02,0.09,8.53,3.84,1.63,7.86
114.0060207038,22.6986214027,5,193208,2512687,23.89,174.77,0.06,9.40,4.96,2.35,4.88
114.0060525365,22.6985903858,1,193208,2512692,27.56,176.74,0.07,8.92,1.51,5.46,12.90
114.0060626428,22.6986112449,2,193208,2512692,22.18,209.96,0.09,8.23,1.88,2.10,12.17
114.0059277438,22.6986299871,3,193208,2512692,25.07,192.21,0.10,9.50,2.97,1.97,9.52
114.0059848699,22.6986678050,4,193208,2512692,23.89,227.53,0.08,8.69,4.78,1.61,8.26
114.0060027258,22.6986408435,5,193208,2512692,18.58,248.76,0.09,9.48,5.58,1.89,5.20
114.0060597155,22.6985960648,1,193208,2512697,21.28,182.57,0.07,9.31,1.47,5.34,12.13
114.0059590873,22.6987780506,2,193208,2512697,20.41,165.99,0.07,8.95,2.01,2.81,10.19
114.0060038088,22.6986378791,3,193208,2512697,22.41,163.72,0.07,9.50,4.03,1.42,7.52
114.0059682054,22.6987500087,4,193208,2512697,18.29,185.22,0.08,9.30,4.61,2.31,8.02
114.0059809316,22.6986929794,5,193208,2512697,17.67,227.44,0.07,7.11,5.68,1.11,6.41
114.0059288869,22.6986369795,1,193208,2512702,25.55,206.38,0.07,8.58,1.29,2.73,9.86
114.0060007722,22.6987794309,2,193208,2512702,23.05,184.03,0.07,9.50,1.87,1.89,12.46
114.0059817884,22.6986775765,3,193208,2512702,25.38,160.86,0.08,8.58,3.13,1.75,7.93
114.0060942974,22.6986519423,4,193208,2512702,23.17,191.12,0.07,7.86,3.59,1.85,7.84
114.0059801176,22.6986372004,5,193208,2512702,21.22,190.99,0.09,9.45,5.61,1.97,6.62
114.0060017899,22.6987032171,1,193208,2512707,30.19,184.44,0.08,8.62,1.19,5.46,13.60
114.0060446211,22.6987745500,2,193208,2512707,20.97,207.46,0.07,9.17,1.81,2.01,9.62
114.0060340963,22.6988554993,3,193208,2512707,22.52,202.13,0.09,8.74,2.88,1.99,8.80
114.0060250656,22.6988078885,4,193208,2512707,24.47,182.92,0.08,8.05,4.70,1.68,8.51
114.0060275309,22.6988127596,5,193208,2512707,25.71,176.72,0.07,8.67,6.30,1.84,5.27
114.0059772225,22.6987942657,1,193208,2512712,27.99,149.16,0.06,8.60,1.56,8.21,10.09
114.0060838665,22.6989019763,2,193208,2512712,19.46,187.89,0.07,8.29,2.31,0.85,11.15
114.0060506945,22.6987731433,3,193208,2512712,20.18,175.60,0.06,7.21,2.65,1.24,8.80
114.0060064387,22.6987164411,4,193208,2512712,17.63,218.54,0.08,9.10,4.74,1.41,6.56
114.0061150281,22.6987327770,5,193208,2512712,21.23,217.42,0.08,8.82,4.53,1.18,4.98
114.0060847485,22.6989069912,1,193208,2512717,24.05,187.19,0.06,8.32,1.36,6.17,11.80
114.0060107180,22.6989234407,2,193208,2512717,27.93,177.20,0.06,9.33,2.01,0.91,9.49
114.0059790481,22.6989103824,3,193208,2512717,21.75,186.42,0.07,8.16,2.69,1.61,8.70
114.0061088670,22.6988969560,4,193208,2512717,22.67,182.84,0.10,9.13,3.69,1.55,5.41
114.0059501197,22.6988216095,5,193208,2512717,21.93,193.62,0.09,8.50,4.18,1.02,5.83
114.0060729172,22.6989196382,1,193208,2512722,25.26,164.03,0.07,9.45,1.58,5.36,12.24
114.0060284744,22.6989628120,2,193208,2512722,25.51,176.76,0.08,9.25,2.10,1.06,9.29
114.0060365859,22.6989313123,3,193208,2512722,24.31,226.38,0.07,8.73,3.16,1.43,8.71
114.0059662841,22.6990041926,4,193208,2512722,21.45,168.45,0.10,9.50,3.34,1.45,7.74
114.0060430931,22.6988447689,5,193208,2512722,19.21,223.22,0.09,7.88,5.91,1.55,5.64
114.0059446309,22.6990234339,1,193208,2512727,25.72,164.25,0.07,9.29,1.26,6.12,13.96
114.0061046054,22.6989856829,2,193208,2512727,21.75,195.62,0.07,8.29,2.29,0.76,9.34
114.0059885204,22.6988510852,3,193208,2512727,21.62,239.67,0.08,8.95,2.61,1.52,7.76
114.0059882004,22.6989309830,4,193208,2512727,25.42,212.57,0.06,8.06,3.77,1.46,6.23
114.0059347386,22.6988525529,5,193208,2512727,24.67,233.39,0.09,7.73,6.03,1.65,5.54
114.0061007164,22.6989432354,1,193208,2512732,24.01,204.77,0.06,7.99,1.05,7.84,15.12
114.0059488669,22.6989343261,2,193208,2512732,25.63,238.95,0.08,9.14,2.21,0.72,11.29
114.0059672122,22.6989228452,3,193208,2512732,20.89,163.93,0.06,8.64,2.72,1.58,10.73
114.0060727636,22.6990543649,4,193208,2512732,23.40,180.42,0.07,8.87,3.91,1.49,6.30
114.0060871019,22.6990542003,5,193208,2512732,24.22,205.06,0.08,7.82,5.54,1.53,5.20
114.0060138831,22.6989743863,1,193208,2512737,22.45,204.55,0.06,9.20,1.25,5.50,10.97
114.0061119490,22.6991383488,2,193208,2512737,19.22,175.06,0.06,9.40,2.30,0.62,9.40
114.0060092208,22.6989634860,3,193208,2512737,23.48,199.72,0.06,8.65,3.78,1.21,9.11
114.0060694595,22.6990379254,4,193208,2512737,23.83,181.38,0.08,7.78,5.23,1.26,6.23
114.0059170219,22.6990274057,5,193208,2512737,24.29,195.81,0.07,8.89,4.70,1.50,5.39
114.0060270702,22.6991167516,1,193208,2512742,27.57,183.62,0.08,9.50,1.53,6.07,10.54
114.0060945802,22.6990838737,2,193208,2512742,19.37,189.72,0.07,9.50,2.37,0.78,8.21
114.0059714461,22.6990117912,3,193208,2512742,22.70,212.72,0.06,9.00,4.03,1.33,8.74
114.0060159932,22.6990124450,4,193208,2512742,18.68,206.19,0.07,8.18,3.56,1.85,6.83
114.0059711599,22.6991689317,5,193208,2512742,21.92,230.99,0.10,8.21,6.41,1.78,4.85
114.0059511584,22.6992089958,1,193208,2512747,28.90,203.95,0.08,9.17,1.56,6.12,15.24
114.0059440225,22.6991992834,2,193208,2512747,26.13,157.74,0.08,8.81,2.54,0.84,12.62
114.0059260922,22.6991166765,3,193208,2512747,21.00,172.81,0.07,9.50,2.81,1.37,9.47
114.0059313514,22.6991772984,4,193208,2512747,17.17,183.28,0.08,8.94,3.61,1.04,6.30
114.0059775161,22.6991053751,5,193208,2512747,18.61,203.43,0.08,8.12,5.34,1.36,5.17
114.0059961540,22.6991136587,1,193208,2512752,27.49,206.66,0.07,9.50,1.72,5.66,10.51
114.0059342451,22.6991849048,2,193208,2512752,22.21,209.94,0.06,9.50,2.09,0.73,8.17
114.0059282711,22.6990808643,3,193208,2512752,27.20,182.99,0.08,9.42,4.11,1.41,7.86
114.0061067350,22.6991025830,4,193208,2512752,20.58,174.11,0.09,9.43,4.31,1.14,6.29
114.0060651909,22.6992185169,5,193208,2512752,20.72,177.32,0.08,8.92,5.84,1.44,5.21
114.0059773435,22.6991598701,1,193208,2512757,23.89,221.99,0.08,7.40,1.33,6.92,10.20
114.0061007812,22.6991981043,2,193208,2512757,24.61,185.89,0.07,7.96,2.43,0.93,11.46
114.0059597444,22.6992909302,3,193208,2512757,18.58,205.49,0.07,9.22,3.04,1.84,10.27
114.0060972900,22.6993118063,4,193208,2512757,24.24,163.98,0.07,8.88,3.57,1.54,6.02
114.0060611918,22.6992108341,5,193208,2512757,16.37,183.38,0.07,8.96,6.01,1.64,5.18
114.0059891682,22.6993220416,1,193208,2512762,26.05,152.21,0.07,8.84,1.71,7.07,11.76
114.0060962166,22.6992176803,2,193208,2512762,23.89,199.99,0.06,7.50,2.73,0.96,12.53
114.0060453464,22.6992422664,3,193208,2512762,21.41,180.15,0.07,8.92,2.80,1.46,7.54
114.0060333072,22.6993049863,4,193208,2512762,18.24,187.71,0.08,9.18,4.93,1.69,6.07
114.0060372422,22.6993042575,5,193208,2512762,18.79,164.90,0.07,7.01,6.00,1.74,5.50
114.0060117728,22.6993083589,1,193208,2512767,26.61,219.86,0.08,8.11,1.46,7.66,13.60
114.0059575861,22.6993176416,2,193208,2512767,27.22,148.77,0.07,9.00,2.27,0.72,11.78
114.0059399450,22.6993525969,3,193208,2512767,24.42,228.97,0.09,8.41,2.90,1.06,7.76
114.0059837420,22.6992810399,4,193208,2512767,25.11,163.65,0.09,8.73,5.02,1.18,7.90
114.0060886347,22.6993269793,5,193208,2512767,25.74,210.88,0.09,9.37,5.96,1.47,6.40
114.0060082171,22.6994549955,1,193208,2512772,21.02,185.36,0.06,8.31,1.09,5.63,14.96
114.0060062630,22.6993585485,2,193208,2512772,18.63,165.02,0.09,8.27,2.32,0.81,9.43
114.0060455562,22.6994055785,3,193208,2512772,25.88,164.79,0.08,9.50,3.87,1.40,9.60
